Samples	acr3	amt1	amtb	arsr	cara	carb	chra	cira	cyns	dada	dpsa	expd	fepb	fepc	foca	fur	futa	gap1	gdha	glna	glnb	glsf	isib	moaa	moab	moac	moad	moae	moba	moea	nadb	napa	narb	nira	ntca	phnd	phoa	phob	phoe	phor	phox	ppa	ppk	ppx	psta	pstb	pstc	psts	ptra	spea	speb	sqdb	thio	tolq	tonb	urea	ureb	urec	ured	uree	uref	ureg	urta
TSC207	143.149	46.9331	2761.93479	1023.3507	3761.489780000000	2087.48561	66.1103	26.1434	75.1678	3756.841030000000	0.0	0.0	0.0	12.202	0.0	5110.362570000000	0.0	142.3556	2350.151570000000	4422.85822	1720.8429600000000	343.87530000000000	1058.9147	3138.0982900000000	1907.7495000000000	948.2037	1503.26296	1550.5512100000000	521.10894	2743.658690000000	1148.97249	0.0	456.4531	217.89315	841.662	199.8204	91.4684	605.45689	0.0	749.41614	32.1751	476.2152	384.70017	1197.30157	264.1574	115.52154	340.2322	630.054	81.86550000000000	246.63485	894.3693	31.5446	380.96899	1535.0813900000000	699.3992000000000	241.99400000000000	135.0352	103.8664	159.56101000000000	12.3708	12.3708	0.0	62.3297
TSC210	0.0	0.0	2028.50412	126.25721	2262.85033	1339.90891	66.9597	0.0	0.0	1252.4448600000000	0.0	0.0	0.0	0.0	0.0	2341.97186	0.0	18.0359	1231.9878300000000	2504.31153	697.7650900000000	247.3136	765.4126	2019.14626	950.8926	650.43303	640.72303	676.8014	557.98266	1143.62743	728.9924500000000	14.6983	341.077	95.6387	201.0961	326.7099	102.9042	289.76800000000000	0.0	280.54175	72.11500000000000	1793.13036	426.93674	1542.5412	110.536	483.0356	235.8622	541.9912000000000	76.72830000000000	248.82603	391.0634	511.482	463.32289	563.2151	471.8044	345.658	9.96237	9.96237	276.6202	0.0	0.0	118.0265	0.0
TSC213	17.1214	0.0	2439.6366000000000	566.9148	2388.45645	909.27803	11.3815	0.0	0.0	1574.7449000000000	0.0	0.0	0.0	0.0	0.0	3389.05353	0.0	38.6109	1131.2427700000000	3370.5443	897.5768100000000	4267.1050000000000	138.77122	2702.3256	486.3737700000000	399.8459	478.99795	301.09668	172.33840000000000	521.9389	978.9913	0.0	51.9898	0.0	2563.584	77.2869	31.87584	967.47475	0.0	1585.34892	47.8228	1782.3329	431.28447	1408.0016	1322.8950900000000	974.13177	4437.14979	3450.02716	9.40988	155.24620000000000	573.21008	0.0	1432.4285800000000	608.1271	304.9793	208.8635	146.4162	144.51340000000000	615.0096500000000	34.6784	59.96900000000000	34.6784	307.1342
TSC216	54.4352	74.3783	7201.183860000000	54.12746	5089.277950000000	3394.0214	479.3648	13.4009	0.0	4596.048700000000	0.0	0.0	0.0	0.0	0.0	5991.448160000000	0.0	175.9261	2533.4187	6496.441820000000	1340.6814	0.0	948.2948	5385.3467	2274.1473000000000	1116.4499300000000	963.3026	1084.4942400000000	2726.4401000000000	1739.1781900000000	1357.0359200000000	56.281	159.1914	194.6426	133.0075	1726.4751000000000	35.844	1738.4397300000000	0.0	1373.6994000000000	100.6384	413.3293	688.3085	1708.54579	396.1959	527.1785	788.4022	819.1516000000000	200.38861000000000	741.1778500000000	403.7336	379.3997	841.6117500000000	2985.9236200000000	584.3484000000000	2320.0205	2168.2374000000000	424.51990000000000	952.9236	430.29140000000000	421.2106	363.1981	495.28555
TSC219	32.9695	121.391	1823.9338	130.3477	3710.0332	1928.8261000000000	132.9663	0.0	0.0	2331.2900000000000	0.0	0.0	0.0	0.0	0.0	2925.46566	0.0	25.3417	1428.84867	3792.35203	1448.0976	265.868	913.39005	2612.0903000000000	1093.6301	805.4233000000000	378.7708	453.99326	1468.0698	1058.0657	427.32577	0.0	152.3334	0.0	1727.4662	300.308	41.9754	298.60570000000000	0.0	824.7653	119.1177	692.31913	186.425	1070.4102	64.9556	146.6366	202.1896	1564.9568	184.9021	1453.6135000000000	373.77523	845.813	705.2556	1614.6185	409.0449	122.1367	202.5569	275.14619	423.3423	21.3617	21.3617	0.0	0.0
TSC222	0.0	0.0	1808.6617	50.1966	1957.99375	1065.6449700000000	98.02918	0.0	0.0	1357.74146	0.0	0.0	0.0	0.0	0.0	3814.0035	0.0	52.6687	713.97527	4169.8513	2225.9003	3280.088	1498.49634	1643.1085000000000	769.6918000000000	329.39681	126.57273	183.4903	611.0325	606.12235	1163.8967900000000	0.0	204.9189	0.0	473.55649	73.348	31.1771	407.84213	0.0	346.99320000000000	21.2822	248.98691	76.89852	569.2968000000000	173.12028000000000	204.61956	93.94273	513.99229	51.0495	3039.05661	222.2879	41.09137	162.85930000000000	873.6354200000000	356.77114	44.1582	95.8699	155.1678	377.449	344.2646	169.41290000000000	68.4275	990.554
TSC223	0.0	0.0	3314.28943	451.38061000000000	3362.165470000000	1055.2166000000000	47.7506	0.0	231.996	1796.3914000000000	0.0	0.0	0.0	0.0	0.0	2805.07632	0.0	143.042	1235.4095000000000	2713.72589	1189.00059	98.1673	504.2354	1586.04463	705.7414	380.3469	121.6403	303.6648	1723.6559	697.8515	199.19562	0.0	0.0	125.413	995.6873	87.8932	35.32762	619.1344	0.0	880.4845600000000	0.0	2035.64775	165.02199	258.60760000000000	319.1593	267.1982	891.19661	1202.6548000000000	218.91244	297.76235	197.124	9.83107	1494.09692	1351.0380400000000	72.69166	262.1026	207.9996	196.3038	451.6286	196.3038	248.4307	72.6917	48.8514
TSC224	70.479	116.884	2335.18749	1420.7232800000000	3544.78582	2017.87292	238.3029	0.0	1630.0798000000000	1962.79168	0.0	0.0	0.0	0.0	0.0	3491.56073	0.0	0.0	1954.63	4093.96269	2036.77161	15.5257	142.62407	2438.96991	883.3127400000000	898.3327600000000	385.21715	393.86598	1168.73833	683.8344000000000	645.9500300000000	311.3666	48.5789	314.0957	226.3477	806.25994	68.4816	1749.3084	289.30613	3233.7181400000000	0.0	413.20712	3116.87129	1612.01923	1684.8362600000000	1529.1281000000000	3248.3937600000000	2125.7579	117.83908	1233.5759200000000	580.4528000000000	6.53318	490.2339	1310.756	206.74413	300.9144	597.4081	478.918	1577.3251000000000	529.2811000000000	433.9567	490.1566	103.6036
TSC227	36.5364	86.435	2184.48754	108.8706	3677.58578	1612.6551800000000	231.6786	0.0	229.8739	1899.74003	0.0	0.0	0.0	0.0	0.0	4675.18213	0.0	0.0	1225.98902	3552.7830200000000	2202.2824	125.7611	592.9185300000000	2692.9364000000000	1220.02529	1155.0613100000000	851.3569	582.1457000000000	1664.19176	1051.8265200000000	484.7975900000000	19.6426	23.8289	369.6941000000000	0.0	535.86348	150.4568	1615.2388300000000	152.0514	2410.353800000000	133.4812	312.09098000000000	1824.5945300000000	1455.0215000000000	1803.21628	1837.2892	3118.01756	3156.67749	31.67289	413.79259	425.5433	0.0	235.43011	1470.4640000000000	310.82862	451.67596	475.9529	950.11926	1450.3501	999.7137	1043.3502	974.6925	94.0475
TSC229	20.4262	86.6235	2790.14876	57.5339	2945.34916	2016.8251000000000	67.7087	0.0	68.06707	2020.7503200000000	0.0	0.0	0.0	26.0713	0.0	3524.4220000000000	0.0	249.4163	1396.3818	3467.9202	946.3700500000000	0.0	327.5031	3261.3041100000000	1263.4876	1342.6474100000000	695.7037100000000	759.6369000000000	2051.18069	1459.4091100000000	1109.13432	116.44	0.0	128.5214	77.2518	259.2456	88.16648000000000	942.8221200000000	0.0	1746.9677600000000	67.182	128.6763	1055.7272	1231.20924	853.2064600000000	649.3588	1744.3306800000000	1495.5566500000000	64.13330000000000	53.1917	751.7989	0.0	585.31738	655.77864	489.7053000000000	204.13736	61.6564	40.4293	614.1718	90.2151	111.9321	100.1352	60.509
TSC231	0.0	0.0	4512.07355	159.6875	3177.990150000000	1524.7965400000000	175.72815	0.0	65.2953	2512.31204	0.0	0.0	0.0	0.0	0.0	2744.744690000000	14.4439	34.3294	1195.34382	3164.7076100000000	1107.96295	102.2892	540.6783700000000	2665.53439	1394.8775	758.97315	999.84415	762.3597000000000	1792.3330800000000	1208.7433	336.16418	13.5609	181.3941	116.9885	0.0	542.1027000000000	17.1578	971.2439200000000	58.6773	2553.36589	39.1454	141.6856	3181.76261	1392.413	1147.7556000000000	1154.8158500000000	2131.04177	4437.540150000000	14.1764	275.52236	856.3411000000000	123.6453	349.68410000000000	2092.4237	243.2095	421.50048	344.2371	344.2371	1188.3891	127.2971	152.685	204.9801	174.93765
TSC233	0.0	320.3608	3728.60808	348.3582	3576.13543	1389.75196	129.7905	0.0	203.8458	2051.1041000000000	0.0	0.0	0.0	0.0	0.0	3761.78292	10.7306	60.2569	1478.46654	3590.4513400000000	531.1115000000000	80.9674	850.2541	2122.77255	1972.52379	1063.83593	968.30555	551.5147000000000	2486.8866	1266.74377	1025.86075	0.0	223.226	42.6602	438.6397	602.5155	121.9002	1304.8931000000000	437.1031	2820.55472	80.049	44.2884	2255.7638500000000	1200.5790000000000	1878.0693700000000	1332.5514000000000	3694.0583500000000	3922.66023	51.3766	430.41120000000000	555.8286000000000	210.4959	259.68607	2069.9486	224.31837	306.8543	313.9578	336.5878	655.3535000000000	199.4508	250.789	250.1647	304.9452
TSC235	8.37917	29.1129	3160.2498000000000	229.3847	3008.7697800000000	1232.755	74.822	0.0	163.0617	1872.538	0.0	0.0	0.0	0.0	0.0	2977.498250000000	0.0	0.0	1304.2808900000000	3544.8728400000000	468.71339	88.1709	392.88622	3117.445920000000	1108.5491800000000	966.2970400000000	630.3007500000000	890.0709	1848.98783	1028.92921	980.1287	0.0	0.0	127.0855	234.5754	542.87751	38.245000000000000	804.2735800000000	113.4447	3303.310030000000	87.43209	182.96412	2107.3052	1796.1755000000000	1392.4007000000000	1488.55179	3120.923800000000	3428.2094800000000	25.42848	351.7006	904.257	98.1823	445.7067	856.03803	183.8237	365.57558	270.127	208.905	327.6786	149.5798	172.9687	97.95510000000000	33.5418
TSC237	39.1101	0.0	4207.57941	140.8872	2403.8084800000000	1134.6688	63.3316	0.0	109.50074	2349.46344	0.0	0.0	0.0	0.0	0.0	3101.4205	0.0	13.8672	1284.96823	2244.1617	1488.0884000000000	0.0	227.78840000000000	1896.98998	1098.17795	861.95372	785.9744000000000	829.799	2470.58225	936.44428	764.2862700000000	0.0	185.234	363.0841	0.0	247.90642	37.2851	1302.5997800000000	62.5608	2960.5805100000000	0.0	999.90156	2574.9003	2817.6597000000000	866.8741	1287.2321800000000	4389.4917	3345.3239700000000	33.17	453.165	692.3509000000000	0.0	143.9178	1301.3732	164.15596	205.61836	147.77416	18.6634	528.8919	291.5377	295.3801	0.0	157.6758
TSC239	143.119	15.6003	4276.48254	65.30959	3020.2326300000000	1700.4048900000000	154.2145	0.0	38.0442	2880.64047	0.0	0.0	0.0	0.0	0.0	3737.93953	0.0	13.7538	1691.4539100000000	4583.778300000000	1076.3106000000000	37.4953	536.6591	2614.35643	1064.0667	1111.5314	892.0417000000000	1027.27491	2029.20536	1263.1045000000000	489.24634	0.0	0.0	130.1062	48.5266	157.2837	0.0	904.01965	15.2757	3449.583470000000	0.0	76.554	1106.2451	734.6431900000000	971.64806	719.8587	5128.839390000000	5480.381410000000	48.84398	636.1127	666.3632000000000	193.459	707.08473	1432.17083	533.974	24.611	0.0	24.611	345.76890000000000	85.7659	144.4345	391.7662	240.91995000000000
TSC242	77.7585	117.3851	3490.21643	35.3622	2778.53601	1573.2622700000000	68.7245	0.0	28.4404	2312.59259	0.0	0.0	0.0	0.0	0.0	3629.5680200000000	0.0	110.3819	1934.1464	3397.8689400000000	967.5242	38.7204	832.6359	2936.778100000000	1400.546	1822.94939	1500.7715000000000	983.6452	1541.1211000000000	876.2628400000000	1029.25968	56.2003	0.0	187.67714	477.2846	397.3842	34.171	1353.60065	0.0	2746.6734	75.34391000000000	131.29149000000000	494.73320000000000	833.0488100000000	1134.16286	606.0082800000000	4553.289510000000	3054.87172	29.5639	404.2087	678.0191	79.22529	555.7266	983.0725	433.1542	269.9899	234.4166	168.5749	560.95	125.0552	104.9141	38.3124	147.86080000000000
